Confederation,Meta_ELO
UEFA,1.1690536851839994
CONMEBOL,1.9536976530338972
AFC,-0.686455772693204
CAF,0.29076443015082354
CONCACAF,-0.8830318333574544
OFC,-1.8440281623180694
