eta,k_0,intercontinental.True,intercontinental.False,stage.Qualification,stage.Tournament,stage.Other,competition.World_Cup,competition.Continental_Cup,competition.Secundary_Continental_Cup,competition.International_Cup,competition.Friendlies
0.05,0.05,1.2,1.0,1.2,1.2,1.0,2.5,2.0,1.5,1.5,1.0
